IncId,Description,Submitter,CreateDate,IncidentStatus,AssignedGroup,Region,City,Category,WorkLog,Hub,Node,Agent,AlertDetails,AlertProcessId,AlertKey,Related_Tickets,Related_CR,CR_Description,CR_StartTime,CR_EndTime,CR_Region
INC0129,Internet Down reported in Atlanta. Automated monitoring detected abnormal behavior.,CustomerCare,1755037494,Open,NOC-Level2,South,Atlanta,Internet Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-B1,NODE-404,AlertBot,Optical power low,672517,HUB-B1-NODE-404-672517,INC0069,CR72033,Core router reboot for patching,1755041094,1755048294,South
INC0130,Packet Loss reported in Houston. Automated monitoring detected abnormal behavior.,AutoMonitor,1756087506,In Progress,NOC-Level1,South,Houston,Packet Loss,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-B1,NODE-303,NoiseReducer,Frequent modem resets observed,839954,HUB-B1-NODE-303-839954,INC0171,CR58323,Fiber maintenance activity,1756076706,1756101906,South
INC0131,Packet Loss reported in Dallas. Automated monitoring detected abnormal behavior.,CustomerCare,1762431889,Cancelled,FieldOps,Central,Dallas,Packet Loss,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-C2,NODE-202,NoiseReducer,Frequent modem resets observed,189438,HUB-C2-NODE-202-189438,INC0450,CR63130,Fiber maintenance activity,,,Central
INC0132,Modem Offline reported in Houston. Automated monitoring detected abnormal behavior.,CustomerCare,1752416166,Cancelled,VideoOps,South,Houston,Modem Offline,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-D4,NODE-303,AutoMonitorX,High SNR variance,879158,HUB-D4-NODE-303-879158,INC0375,CR68919,Scheduled hub clean-up activity,,,South
INC0133,Hub Issue reported in Houston. Automated monitoring detected abnormal behavior.,CustomerCare,1757271206,In Progress,FieldOps,South,Houston,Hub Issue,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-D4,NODE-505,AutoMonitorX,Optical power low,709315,HUB-D4-NODE-505-709315,INC0217,CR17008,Scheduled hub clean-up activity,1757274806,1757314406,South
INC0134,Internet Down reported in St. Louis. Automated monitoring detected abnormal behavior.,CustomerCare,1763712497,In Progress,VideoOps,Central,St. Louis,Internet Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-B1,NODE-303,SignalAnalyzer,Video feed disruption,558216,HUB-B1-NODE-303-558216,INC0205,CR68085,Planned power cycle maintenance,,,Central
INC0135,Node Down reported in Miami. Automated monitoring detected abnormal behavior.,AutoMonitor,1750939710,Cancelled,NOC-Level2,South,Miami,Node Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-A1,NODE-101,NoiseReducer,Video feed disruption,563820,HUB-A1-NODE-101-563820,INC0133,CR20634,Planned power cycle maintenance,1750928910,1750954110,South
INC0136,Fiber Cut reported in Boulder. Automated monitoring detected abnormal behavior.,Technician,1761157537,Cancelled,FieldOps,West,Boulder,Fiber Cut,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-D4,NODE-202,AutoMonitorX,CMTS upstream channel flap,611112,HUB-D4-NODE-202-611112,INC0299,CR96781,Backbone congestion mitigation changes,1761146737,1761175537,West
INC0137,Modem Offline reported in Chicago. Automated monitoring detected abnormal behavior.,Technician,1759004398,Open,NOC-Level1,Central,Chicago,Modem Offline,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-A1,NODE-202,PulseAI,Video feed disruption,707528,HUB-A1-NODE-202-707528,INC0311,CR11322,Optical node recalibration event,,,Central
INC0138,Slow Speed reported in Philadelphia. Automated monitoring detected abnormal behavior.,CustomerCare,1764587536,Cancelled,NOC-Level2,East,Philadelphia,Slow Speed,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-D4,NODE-404,PulseAI,Optical power low,387307,HUB-D4-NODE-404-387307,INC0376,CR37637,Optical node recalibration event,,,East
INC0139,Authentication Failure reported in New York. Automated monitoring detected abnormal behavior.,System,1757176617,Open,NOC-Level2,East,New York,Authentication Failure,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-A1,NODE-202,SignalAnalyzer,MAC domain downstream failure,979754,HUB-A1-NODE-202-979754,INC0338,CR67576,Scheduled hub clean-up activity,,,East
INC0140,Internet Down reported in Miami. Automated monitoring detected abnormal behavior.,BMC-Remedy,1756307839,Resolved,FieldOps,South,Miami,Internet Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-B1,NODE-101,AutoMonitorX,Optical power low,203058,HUB-B1-NODE-101-203058,INC0088,CR44987,Optical node recalibration event,1756318639,1756358239,South
INC0141,Hub Issue reported in Boston. Automated monitoring detected abnormal behavior.,AutoMonitor,1757367682,Cancelled,NetEng,East,Boston,Hub Issue,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-B1,NODE-505,NoiseReducer,Signal drop detected,280546,HUB-B1-NODE-505-280546,INC0011,CR98011,Planned power cycle maintenance,1757360482,1757371282,East
INC0142,Internet Down reported in Houston. Automated monitoring detected abnormal behavior.,BMC-Remedy,1763253847,Resolved,VideoOps,South,Houston,Internet Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-A1,NODE-505,AutoMonitorX,Optical power low,779076,HUB-A1-NODE-505-779076,INC0252,CR49223,Backbone congestion mitigation changes,,,South
INC0143,Slow Speed reported in Salt Lake City. Automated monitoring detected abnormal behavior.,CustomerCare,1755975430,Open,NOC-Level2,West,Salt Lake City,Slow Speed,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-B1,NODE-505,AutoMonitorX,Optical power low,972837,HUB-B1-NODE-505-972837,INC0494,CR73335,Scheduled hub clean-up activity,1755982630,1756011430,West
INC0144,Authentication Failure reported in Philadelphia. Automated monitoring detected abnormal behavior.,BMC-Remedy,1764750450,In Progress,VideoOps,East,Philadelphia,Authentication Failure,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-A1,NODE-101,AlertBot,MAC domain downstream failure,851143,HUB-A1-NODE-101-851143,INC0310,CR82758,Optical node recalibration event,1764743250,1764754050,East
INC0145,Node Down reported in Salt Lake City. Automated monitoring detected abnormal behavior.,BMC-Remedy,1762032092,Resolved,NOC-Level1,West,Salt Lake City,Node Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-D4,NODE-404,SignalAnalyzer,High SNR variance,669486,HUB-D4-NODE-404-669486,INC0126,CR44731,Planned CMTS software upgrade,,,West
INC0146,Authentication Failure reported in St. Louis. Automated monitoring detected abnormal behavior.,System,1753169596,Resolved,VideoOps,Central,St. Louis,Authentication Failure,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-C2,NODE-303,AutoMonitorX,High SNR variance,445537,HUB-C2-NODE-303-445537,INC0309,CR59820,Backbone congestion mitigation changes,1753162396,1753205596,Central
INC0147,Video Outage reported in Boston. Automated monitoring detected abnormal behavior.,AutoMonitor,1750736369,Open,NOC-Level2,East,Boston,Video Outage,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-C2,NODE-202,AutoMonitorX,Optical power low,120255,HUB-C2-NODE-202-120255,INC0152,CR14348,Optical node recalibration event,,,East
INC0148,Authentication Failure reported in St. Louis. Automated monitoring detected abnormal behavior.,BMC-Remedy,1752817164,Open,NOC-Level1,Central,St. Louis,Authentication Failure,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-D4,NODE-303,SignalAnalyzer,Frequent modem resets observed,316561,HUB-D4-NODE-303-316561,INC0083,CR30257,Planned CMTS software upgrade,1752838764,1752871164,Central
INC0149,Video Outage reported in Denver. Automated monitoring detected abnormal behavior.,System,1763136988,In Progress,VideoOps,West,Denver,Video Outage,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-C2,NODE-505,SignalAnalyzer,Signal drop detected,583416,HUB-C2-NODE-505-583416,INC0283,CR70237,Scheduled hub clean-up activity,1763129788,1763169388,West
INC0150,CMTS Congestion reported in St. Louis. Automated monitoring detected abnormal behavior.,BMC-Remedy,1757043649,Open,VideoOps,Central,St. Louis,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-C2,NODE-202,SignalAnalyzer,CMTS upstream channel flap,599794,HUB-C2-NODE-202-599794,INC0237,CR76044,Backbone congestion mitigation changes,1757036449,1757043649,Central
INC0151,Hub Issue reported in Miami. Automated monitoring detected abnormal behavior.,BMC-Remedy,1750134187,In Progress,NetEng,South,Miami,Hub Issue,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-A1,NODE-303,AutoMonitorX,Video feed disruption,636805,HUB-A1-NODE-303-636805,INC0045,CR46868,Optical node recalibration event,1750126987,1750141387,South
INC0152,CMTS Congestion reported in Denver. Automated monitoring detected abnormal behavior.,AutoMonitor,1764628462,Cancelled,FieldOps,West,Denver,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-B1,NODE-101,AlertBot,High SNR variance,502503,HUB-B1-NODE-101-502503,INC0118,CR81491,Backbone congestion mitigation changes,1764632062,1764671662,West
INC0153,Video Outage reported in Denver. Automated monitoring detected abnormal behavior.,AutoMonitor,1756505699,Resolved,VideoOps,West,Denver,Video Outage,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-C2,NODE-202,PulseAI,High SNR variance,972876,HUB-C2-NODE-202-972876,INC0425,CR14456,Optical node recalibration event,1756527299,1756559699,West
INC0154,Slow Speed reported in Boulder. Automated monitoring detected abnormal behavior.,System,1751104799,Open,NOC-Level1,West,Boulder,Slow Speed,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-D4,NODE-303,PulseAI,Frequent modem resets observed,788911,HUB-D4-NODE-303-788911,INC0284,CR54546,Scheduled hub clean-up activity,,,West
INC0155,Video Outage reported in Houston. Automated monitoring detected abnormal behavior.,BMC-Remedy,1754057207,Resolved,NetEng,South,Houston,Video Outage,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-C2,NODE-505,AutoMonitorX,Signal drop detected,154825,HUB-C2-NODE-505-154825,INC0048,CR15966,Backbone congestion mitigation changes,1754050007,1754057207,South
INC0156,Packet Loss reported in Boulder. Automated monitoring detected abnormal behavior.,Technician,1758839450,Resolved,FieldOps,West,Boulder,Packet Loss,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-C2,NODE-505,AlertBot,Video feed disruption,156883,HUB-C2-NODE-505-156883,INC0460,CR26441,Backbone congestion mitigation changes,1758828650,1758839450,West
INC0157,Hub Issue reported in Chicago. Automated monitoring detected abnormal behavior.,BMC-Remedy,1755611558,Resolved,VideoOps,Central,Chicago,Hub Issue,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-D4,NODE-505,SignalAnalyzer,MAC domain downstream failure,255593,HUB-D4-NODE-505-255593,INC0271,CR25905,Fiber maintenance activity,1755600758,1755629558,Central
INC0158,Hub Issue reported in Philadelphia. Automated monitoring detected abnormal behavior.,System,1756161836,Open,VideoOps,East,Philadelphia,Hub Issue,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-B1,NODE-101,SignalAnalyzer,High SNR variance,508765,HUB-B1-NODE-101-508765,INC0003,CR40329,Core router reboot for patching,1756172636,1756190636,East
INC0159,CMTS Congestion reported in Houston. Automated monitoring detected abnormal behavior.,CustomerCare,1758294021,Open,FieldOps,South,Houston,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-B1,NODE-303,AlertBot,Frequent modem resets observed,246457,HUB-B1-NODE-303-246457,INC0251,CR45703,Scheduled hub clean-up activity,1758283221,1758297621,South
INC0160,Hub Issue reported in Atlanta. Automated monitoring detected abnormal behavior.,CustomerCare,1764959263,Open,NOC-Level2,South,Atlanta,Hub Issue,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-C2,NODE-505,SignalAnalyzer,High SNR variance,705188,HUB-C2-NODE-505-705188,INC0085,CR54645,Backbone congestion mitigation changes,,,South
INC0161,Hub Issue reported in Atlanta. Automated monitoring detected abnormal behavior.,System,1760055693,Open,NetEng,South,Atlanta,Hub Issue,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-C2,NODE-202,PulseAI,Optical power low,795728,HUB-C2-NODE-202-795728,INC0118,CR76168,Planned power cycle maintenance,1760062893,1760066493,South
INC0162,Packet Loss reported in Chicago. Automated monitoring detected abnormal behavior.,CustomerCare,1762420596,Cancelled,NOC-Level2,Central,Chicago,Packet Loss,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-A1,NODE-202,AlertBot,High SNR variance,963769,HUB-A1-NODE-202-963769,INC0341,CR60761,Planned CMTS software upgrade,,,Central
INC0163,Node Down reported in Chicago. Automated monitoring detected abnormal behavior.,AutoMonitor,1753101815,Resolved,VideoOps,Central,Chicago,Node Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-B1,NODE-101,PulseAI,CMTS upstream channel flap,235628,HUB-B1-NODE-101-235628,INC0475,CR71811,Planned power cycle maintenance,,,Central
INC0164,Node Down reported in Miami. Automated monitoring detected abnormal behavior.,AutoMonitor,1761337072,In Progress,NetEng,South,Miami,Node Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-B1,NODE-101,NoiseReducer,Optical power low,726821,HUB-B1-NODE-101-726821,INC0039,CR17334,Planned power cycle maintenance,1761326272,1761344272,South
INC0165,Internet Down reported in Chicago. Automated monitoring detected abnormal behavior.,Technician,1765102891,Open,FieldOps,Central,Chicago,Internet Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-B1,NODE-404,SignalAnalyzer,Optical power low,861268,HUB-B1-NODE-404-861268,INC0015,CR28776,Fiber maintenance activity,1765095691,1765135291,Central
INC0166,Hub Issue reported in Denver. Automated monitoring detected abnormal behavior.,CustomerCare,1755671029,Resolved,NOC-Level1,West,Denver,Hub Issue,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-D4,NODE-101,NoiseReducer,MAC domain downstream failure,295107,HUB-D4-NODE-101-295107,INC0423,CR98660,Backbone congestion mitigation changes,1755663829,1755692629,West
INC0167,Node Down reported in Dallas. Automated monitoring detected abnormal behavior.,Technician,1753035488,Resolved,VideoOps,Central,Dallas,Node Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-C2,NODE-101,PulseAI,Signal drop detected,102041,HUB-C2-NODE-101-102041,INC0302,CR16490,Core router reboot for patching,,,Central
INC0168,Node Down reported in Chicago. Automated monitoring detected abnormal behavior.,Technician,1762306730,Resolved,NetEng,Central,Chicago,Node Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-A1,NODE-505,AlertBot,MAC domain downstream failure,405739,HUB-A1-NODE-505-405739,INC0347,CR97241,Scheduled hub clean-up activity,1762295930,1762324730,Central
INC0169,Packet Loss reported in Denver. Automated monitoring detected abnormal behavior.,CustomerCare,1765420759,Open,FieldOps,West,Denver,Packet Loss,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-C2,NODE-404,SignalAnalyzer,Optical power low,659882,HUB-C2-NODE-404-659882,INC0293,CR63937,Optical node recalibration event,1765413559,1765453159,West
INC0170,Node Down reported in Houston. Automated monitoring detected abnormal behavior.,CustomerCare,1758838773,Cancelled,FieldOps,South,Houston,Node Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-B1,NODE-202,PulseAI,CMTS upstream channel flap,464797,HUB-B1-NODE-202-464797,INC0337,CR54338,Planned CMTS software upgrade,,,South
INC0171,Authentication Failure reported in New York. Automated monitoring detected abnormal behavior.,BMC-Remedy,1750202967,Open,FieldOps,East,New York,Authentication Failure,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-C2,NODE-505,AutoMonitorX,Video feed disruption,921799,HUB-C2-NODE-505-921799,INC0399,CR31997,Planned power cycle maintenance,,,East
INC0172,Slow Speed reported in New York. Automated monitoring detected abnormal behavior.,Technician,1760774061,Cancelled,NOC-Level2,East,New York,Slow Speed,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-C2,NODE-505,AutoMonitorX,CMTS upstream channel flap,801100,HUB-C2-NODE-505-801100,INC0109,CR42728,Backbone congestion mitigation changes,1760766861,1760770461,East
INC0173,Internet Down reported in Philadelphia. Automated monitoring detected abnormal behavior.,AutoMonitor,1756247804,Resolved,NOC-Level2,East,Philadelphia,Internet Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-C2,NODE-303,PulseAI,High SNR variance,693064,HUB-C2-NODE-303-693064,INC0066,CR49778,Planned power cycle maintenance,,,East
INC0174,Modem Offline reported in Philadelphia. Automated monitoring detected abnormal behavior.,System,1761671536,Resolved,VideoOps,East,Philadelphia,Modem Offline,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-A1,NODE-404,AutoMonitorX,Video feed disruption,904413,HUB-A1-NODE-404-904413,INC0466,CR18869,Planned power cycle maintenance,1761664336,1761707536,East
INC0175,Video Outage reported in Philadelphia. Automated monitoring detected abnormal behavior.,AutoMonitor,1759970853,Cancelled,VideoOps,East,Philadelphia,Video Outage,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-B1,NODE-404,PulseAI,Frequent modem resets observed,760255,HUB-B1-NODE-404-760255,INC0328,CR57648,Scheduled hub clean-up activity,1759978053,1760006853,East
INC0176,Node Down reported in Chicago. Automated monitoring detected abnormal behavior.,BMC-Remedy,1761001283,Open,FieldOps,Central,Chicago,Node Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-D4,NODE-202,NoiseReducer,Frequent modem resets observed,528176,HUB-D4-NODE-202-528176,INC0111,CR58517,Planned power cycle maintenance,1761019283,1761026483,Central
INC0177,Authentication Failure reported in Miami. Automated monitoring detected abnormal behavior.,BMC-Remedy,1752296450,Cancelled,FieldOps,South,Miami,Authentication Failure,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-B1,NODE-202,NoiseReducer,Frequent modem resets observed,944336,HUB-B1-NODE-202-944336,INC0348,CR93843,Core router reboot for patching,,,South
INC0178,Node Down reported in New York. Automated monitoring detected abnormal behavior.,CustomerCare,1754927197,Open,NOC-Level1,East,New York,Node Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-C2,NODE-404,PulseAI,High SNR variance,237226,HUB-C2-NODE-404-237226,INC0066,CR37622,Fiber maintenance activity,,,East
INC0179,CMTS Congestion reported in Salt Lake City. Automated monitoring detected abnormal behavior.,System,1764422954,Resolved,VideoOps,West,Salt Lake City,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-A1,NODE-303,AlertBot,Video feed disruption,509762,HUB-A1-NODE-303-509762,INC0054,CR60681,Planned power cycle maintenance,1764415754,1764455354,West
INC0180,Authentication Failure reported in Miami. Automated monitoring detected abnormal behavior.,BMC-Remedy,1755039595,In Progress,NOC-Level1,South,Miami,Authentication Failure,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-B1,NODE-505,SignalAnalyzer,Signal drop detected,148151,HUB-B1-NODE-505-148151,INC0328,CR18705,Backbone congestion mitigation changes,1755050395,1755053995,South
INC0181,Authentication Failure reported in Salt Lake City. Automated monitoring detected abnormal behavior.,AutoMonitor,1757982156,Open,NetEng,West,Salt Lake City,Authentication Failure,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-B1,NODE-404,AlertBot,Optical power low,104792,HUB-B1-NODE-404-104792,INC0273,CR72680,Backbone congestion mitigation changes,1757989356,1758014556,West
INC0182,Node Down reported in New York. Automated monitoring detected abnormal behavior.,Technician,1764327428,Cancelled,VideoOps,East,New York,Node Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-D4,NODE-404,SignalAnalyzer,Frequent modem resets observed,104958,HUB-D4-NODE-404-104958,INC0372,CR15784,Planned CMTS software upgrade,1764334628,1764377828,East
INC0183,Packet Loss reported in Philadelphia. Automated monitoring detected abnormal behavior.,System,1762914960,In Progress,FieldOps,East,Philadelphia,Packet Loss,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-C2,NODE-202,SignalAnalyzer,Optical power low,484626,HUB-C2-NODE-202-484626,INC0479,CR50272,Fiber maintenance activity,1762904160,1762929360,East
INC0184,Authentication Failure reported in Houston. Automated monitoring detected abnormal behavior.,System,1758477216,Cancelled,NOC-Level1,South,Houston,Authentication Failure,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-A1,NODE-101,PulseAI,Optical power low,674040,HUB-A1-NODE-101-674040,INC0193,CR90357,Planned power cycle maintenance,,,South
INC0185,Hub Issue reported in Boston. Automated monitoring detected abnormal behavior.,Technician,1755602907,In Progress,NetEng,East,Boston,Hub Issue,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-B1,NODE-505,AutoMonitorX,High SNR variance,967338,HUB-B1-NODE-505-967338,INC0024,CR38519,Scheduled hub clean-up activity,,,East
INC0186,CMTS Congestion reported in St. Louis. Automated monitoring detected abnormal behavior.,BMC-Remedy,1750904342,Cancelled,VideoOps,Central,St. Louis,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-A1,NODE-202,AlertBot,High SNR variance,301175,HUB-A1-NODE-202-301175,INC0375,CR79717,Optical node recalibration event,1750897142,1750936742,Central
INC0187,Video Outage reported in Dallas. Automated monitoring detected abnormal behavior.,AutoMonitor,1754513655,Open,FieldOps,Central,Dallas,Video Outage,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-B1,NODE-505,NoiseReducer,High SNR variance,394372,HUB-B1-NODE-505-394372,INC0392,CR57977,Backbone congestion mitigation changes,1754535255,1754553255,Central
INC0188,CMTS Congestion reported in Dallas. Automated monitoring detected abnormal behavior.,BMC-Remedy,1757596123,Open,NetEng,Central,Dallas,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-C2,NODE-101,NoiseReducer,MAC domain downstream failure,319368,HUB-C2-NODE-101-319368,INC0314,CR13404,Planned CMTS software upgrade,1757610523,1757614123,Central
INC0189,Slow Speed reported in Philadelphia. Automated monitoring detected abnormal behavior.,AutoMonitor,1758093986,Open,FieldOps,East,Philadelphia,Slow Speed,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-C2,NODE-202,PulseAI,High SNR variance,133469,HUB-C2-NODE-202-133469,INC0430,CR39848,Core router reboot for patching,1758083186,1758093986,East
INC0190,Internet Down reported in Atlanta. Automated monitoring detected abnormal behavior.,Technician,1752819129,Cancelled,FieldOps,South,Atlanta,Internet Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-A1,NODE-303,SignalAnalyzer,Signal drop detected,372023,HUB-A1-NODE-303-372023,INC0377,CR14650,Planned power cycle maintenance,1752833529,1752840729,South
INC0191,Node Down reported in Philadelphia. Automated monitoring detected abnormal behavior.,System,1758251028,In Progress,FieldOps,East,Philadelphia,Node Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-C2,NODE-303,PulseAI,CMTS upstream channel flap,539508,HUB-C2-NODE-303-539508,INC0282,CR75283,Scheduled hub clean-up activity,1758243828,1758247428,East
INC0192,Authentication Failure reported in Boulder. Automated monitoring detected abnormal behavior.,BMC-Remedy,1763863097,In Progress,NOC-Level1,West,Boulder,Authentication Failure,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-D4,NODE-303,AutoMonitorX,CMTS upstream channel flap,357191,HUB-D4-NODE-303-357191,INC0145,CR53434,Planned power cycle maintenance,,,West
INC0193,Packet Loss reported in Atlanta. Automated monitoring detected abnormal behavior.,AutoMonitor,1753945528,Open,NOC-Level2,South,Atlanta,Packet Loss,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-B1,NODE-505,NoiseReducer,CMTS upstream channel flap,455493,HUB-B1-NODE-505-455493,INC0071,CR25329,Optical node recalibration event,1753952728,1753995928,South
INC0194,Video Outage reported in Atlanta. Automated monitoring detected abnormal behavior.,System,1762643041,Cancelled,NOC-Level1,South,Atlanta,Video Outage,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-B1,NODE-202,SignalAnalyzer,Frequent modem resets observed,786932,HUB-B1-NODE-202-786932,INC0253,CR33162,Scheduled hub clean-up activity,1762650241,1762664641,South
INC0195,Internet Down reported in New York. Automated monitoring detected abnormal behavior.,BMC-Remedy,1763726321,Cancelled,NetEng,East,New York,Internet Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-C2,NODE-505,NoiseReducer,Video feed disruption,866160,HUB-C2-NODE-505-866160,INC0336,CR91220,Fiber maintenance activity,1763744321,1763765921,East
INC0196,Slow Speed reported in Boston. Automated monitoring detected abnormal behavior.,BMC-Remedy,1757578264,Open,NetEng,East,Boston,Slow Speed,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-D4,NODE-303,AutoMonitorX,High SNR variance,188812,HUB-D4-NODE-303-188812,INC0427,CR39317,Backbone congestion mitigation changes,,,East
INC0197,Modem Offline reported in Denver. Automated monitoring detected abnormal behavior.,CustomerCare,1757337303,Cancelled,NetEng,West,Denver,Modem Offline,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-B1,NODE-505,SignalAnalyzer,Optical power low,441666,HUB-B1-NODE-505-441666,INC0249,CR84429,Core router reboot for patching,,,West
INC0198,CMTS Congestion reported in St. Louis. Automated monitoring detected abnormal behavior.,Technician,1757453748,Cancelled,NOC-Level1,Central,St. Louis,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-A1,NODE-505,AutoMonitorX,CMTS upstream channel flap,522510,HUB-A1-NODE-505-522510,INC0216,CR38576,Planned power cycle maintenance,1757464548,1757468148,Central
INC0199,Internet Down reported in Denver. Automated monitoring detected abnormal behavior.,CustomerCare,1763072368,Resolved,NOC-Level2,West,Denver,Internet Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-D4,NODE-505,AutoMonitorX,Signal drop detected,600541,HUB-D4-NODE-505-600541,INC0474,CR76141,Backbone congestion mitigation changes,1763065168,1763093968,West
INC0200,Slow Speed reported in Atlanta. Automated monitoring detected abnormal behavior.,Technician,1758776667,Open,NetEng,South,Atlanta,Slow Speed,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-D4,NODE-303,SignalAnalyzer,CMTS upstream channel flap,107320,HUB-D4-NODE-303-107320,INC0212,CR32630,Optical node recalibration event,,,South
